"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (EUR)","@ qty","Minimum Quantity","Packaging","Series","Type","Material - Core","Inductance","Tolerance","Current Rating","Current - Saturation","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Operating Temperature","Frequency - Test","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1517-1-ND","NLV32T-1R0J-PF","TDK Corporation","INDUCTOR POWER 1.0UH 1210",64075,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","1µH","±5%","400mA","-","Unshielded","700 mOhm Max","30 @ 7.96MHz","120MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1519-1-ND","NLV32T-2R2J-PF","TDK Corporation","INDUCTOR POWER 2.2UH 1210",63907,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","2.2µH","±5%","320mA","-","Unshielded","1 Ohm Max","30 @ 7.96MHz","75MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1534-1-ND","NLCV32T-1R0M-PF","TDK Corporation","INDUCTOR POWER 1.0UH 1210",52009,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","1µH","±20%","1A","-","Unshielded","60 mOhm","10 @ 7.96MHz","100MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1529-1-ND","NLV32T-101J-PF","TDK Corporation","INDUCTOR POWER 100UH 1210",25672,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","100µH","±5%","40mA","-","Unshielded","10 Ohm Max","20 @ 796kHz","10MHz","-40°C ~ 105°C","796kHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1531-1-ND","NLV32T-221J-PF","TDK Corporation","INDUCTOR POWER 220UH 1210",24390,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","220µH","±5%","50mA","-","Unshielded","21 Ohm Max","20 @ 796kHz","7MHz","-40°C ~ 105°C","796kHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV25T%20SERIES.jpg","445-1755-1-ND","NLCV25T-3R3M-PF","TDK Corporation","INDUCTOR POWER 3.3UH 1008",10933,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","3.3µH","±20%","340mA","-","Unshielded","650 mOhm","20 @ 7.96MHz","55MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.075"" (1.90mm)","1008 (2520 Metric)"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1523-1-ND","NLV32T-100J-PF","TDK Corporation","INDUCTOR POWER 10UH 1210",7583,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","10µH","±5%","150mA","-","Unshielded","2.1 Ohm Max","30 @ 2.52MHz","30MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3654-1-ND","NLCV32T-100K-PFR","TDK Corporation","INDUCTOR 10UH 600MA 10% 1210",6497,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","10µH","±10%","600mA","-","Unshielded","420 mOhm","20 @ 2.52MHz","30MHz","-40°C ~ 125°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/photos/TDK%20Photos/NLFV25%20SERIES.jpg","445-1901-1-ND","NLFV25T-100K-PF","TDK Corporation","INDUCTOR SHIELD 10UH 10% 252018",25241,0,"0.24000",0,1,"Cut Tape (CT)","NLFV","Wirewound","-","10µH","±10%","155mA","-","Shielded","360 mOhm","10 @ 2.52MHz","32MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","Non Standard","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.071"" (1.80mm)","-"
"http://www.tdk.co.jp/tefe02/e533_mlp.pdf","http://media.digikey.com/Renders/TDK%20Renders/MLP2012S3R3M.jpg","445-6366-1-ND","MLP2012S4R7MT0S1","TDK Corporation","INDUCTOR MULTILAYER 4.7UH 0805",69573,0,"0.29000",0,1,"Cut Tape (CT)","MLP","Multilayer","Ferrite","4.7µH","±20%","700mA","-","Shielded","260 mOhm","-","-","-40°C ~ 125°C","2MHz","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","0805 (2012 Metric)"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5020%20Series.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5020T-4R7N.JPG","445-6514-1-ND","VLC5020T-1R5N","TDK Corporation","INDUCTOR POWER 1.5UH 3.3A SMD",21937,0,"0.36000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","1.5µH","±30%","3.3A","3.3A","Shielded","38 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.079"" (2.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/FLF3215T_Rev2009.pdf","http://media.digikey.com/photos/TDK%20Photos/FLF3215T-1R0N.JPG","445-4846-1-ND","FLF3215T-4R7M","TDK Corporation","INDUCTOR 4.7UH 1.0A 20% SMD",18160,0,"0.36000",0,1,"Cut Tape (CT)","FLF","Wirewound","-","4.7µH","±20%","1.36A","1A","Shielded","90 mOhm","-","40MHz","-40°C ~ 125°C","1MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.065"" (1.65mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5020%20Series.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5020T-4R7N.JPG","445-6512-1-ND","VLC5020T-100M","TDK Corporation","INDUCTOR POWER 10UH 1.3A SMD",4397,0,"0.36000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","10µH","±20%","1.3A","1.3A","Shielded","186 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.079"" (2.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5045T-4R7M.JPG","445-6519-1-ND","VLC5045T-100M","TDK Corporation","INDUCTOR POWER 10UH 2.1A SMD",90561,0,"0.38000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","10µH","±20%","2.1A","2.1A","Shielded","66 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5045T-4R7M.JPG","445-6524-1-ND","VLC5045T-330M","TDK Corporation","INDUCTOR POWER 33UH 1.2A SMD",34447,0,"0.38000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","33µH","±20%","1.2A","1.2A","Shielded","230 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5045T-4R7M.JPG","445-6526-1-ND","VLC5045T-4R7M","TDK Corporation","INDUCTOR POWER 4.7UH 3.3A SMD",20371,0,"0.38000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","4.7µH","±20%","3.3A","3.3A","Shielded","34 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5045T-4R7M.JPG","445-6521-1-ND","VLC5045T-1R5N","TDK Corporation","INDUCTOR POWER 1.5UH 5.5A SMD",16724,0,"0.38000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","1.5µH","±30%","5.5A","5.5A","Shielded","18 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5045T-4R7M.JPG","445-6527-1-ND","VLC5045T-6R8M","TDK Corporation","INDUCTOR POWER 6.8UH 2.7A SMD",17026,0,"0.38000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","6.8µH","±20%","2.7A","2.7A","Shielded","46 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5045T-4R7M.JPG","445-6523-1-ND","VLC5045T-2R2N","TDK Corporation","INDUCTOR POWER 2.2UH 5.0A SMD",14917,0,"0.38000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","2.2µH","±30%","5A","5A","Shielded","22 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC5045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC5045T-3R3N.JPG","445-6525-1-ND","VLC5045T-3R3N","TDK Corporation","INDUCTOR POWER 3.3UH 4.0A SMD",11155,0,"0.38000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","3.3µH","±30%","4A","4A","Shielded","29 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC6045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC4045T-150M.JPG","445-6540-1-ND","VLC6045T-6R8M","TDK Corporation","INDUCTOR POWER 6.8UH 3.0A SMD",20821,0,"0.65000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","6.8µH","±20%","3A","3A","Shielded","41 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC6045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC4045T-150M.JPG","445-6536-1-ND","VLC6045T-3R3N","TDK Corporation","INDUCTOR POWER 3.3UH 4.7A SMD",13889,0,"0.42000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","3.3µH","±30%","4.7A","4.7A","Shielded","20 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.177"" (4.50mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLC6045.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLC4045T-150M.JPG","445-6528-1-ND","VLC6045T-100M","TDK Corporation","INDUCTOR POWER 10UH 2.5A SMD",2376,0,"0.42000",0,1,"Cut Tape (CT)","VLC","Wirewound","-","10µH","±20%","2.5A","2.5A","Shielded","58 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.177"" (4.50mm)","-"
"http://www.tdk.co.jp/tefe02/e531_vls.pdf","http://media.digikey.com/Renders/TDK%20Renders/VLS25201.jpg","445-6636-1-ND","VLS252012ET-1R0N","TDK Corporation","INDUCTOR POWER 1.0UH 2.45A SMD",45301,0,"0.43000",0,1,"Cut Tape (CT)","VLS","Wirewound","Ferrite","1µH","±30%","1.7A","2.2A","Shielded","87 mOhm Max","-","-","-40°C ~ 105°C","1MHz","Surface Mount","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)","1008 (2520 Metric)"
"http://www.tdk.co.jp/tefe02/e531_vls.pdf","http://media.digikey.com/Renders/TDK%20Renders/VLS25201.jpg","445-6638-1-ND","VLS252012ET-2R2M","TDK Corporation","INDUCTOR POWER 2.2UH 1.75A SMD",20547,0,"0.43000",0,1,"Cut Tape (CT)","VLS","Wirewound","Ferrite","2.2µH","±20%","1.3A","1.55A","Shielded","154 mOhm Max","-","-","-40°C ~ 105°C","1MHz","Surface Mount","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)","1008 (2520 Metric)"
"http://www.tdk.co.jp/tefe02/e531_vls.pdf","http://media.digikey.com/Renders/TDK%20Renders/VLS25201.jpg","445-6627-1-ND","VLS252010ET-1R0N","TDK Corporation","INDUCTOR POWER 1.0UH 1.9A SMD",5640,0,"0.43000",0,1,"Cut Tape (CT)","VLS","Wirewound","Ferrite","1µH","±30%","1.75A","1.75A","Shielded","84 mOhm Max","-","-","-40°C ~ 105°C","1MHz","Surface Mount","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)","1008 (2520 Metric)"
"http://www.tdk.co.jp/tefe02/e531_vls.pdf","http://media.digikey.com/Renders/TDK%20Renders/VLS3010T.jpg","445-6652-1-ND","VLS3010ET-1R0N","TDK Corporation","INDUCTOR POWER 1.0UH 1.8A SMD",5747,0,"0.43000",0,1,"Cut Tape (CT)","VLS","Wirewound","-","1µH","±30%","1.6A","1.6A","Shielded","72 mOhm Max","-","-","-40°C ~ 105°C","1MHz","Surface Mount","Non Standard","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.039"" (1.00mm)","-"
"http://www.tdk.co.jp/tefe02/e531_vls.pdf","http://media.digikey.com/Renders/TDK%20Renders/VLS3015T%20Series.jpg","445-6670-1-ND","VLS3015ET-100M","TDK Corporation","INDUCTOR POWER 10UH .78A SMD",4541,0,"0.43000",0,1,"Cut Tape (CT)","VLS","Wirewound","Ferrite","10µH","±20%","700mA","700mA","Shielded","288 mOhm Max","-","-","-40°C ~ 105°C","1MHz","Surface Mount","Non Standard","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.059"" (1.50mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLC4532%20SERIES.jpg","445-1968-1-ND","NLC453232T-101K-PF","TDK Corporation","INDUCTOR WW PWR 100UH 180MA 10%",16253,0,"0.38000",0,1,"Cut Tape (CT)","NLC","-","-","100µH","±10%","180mA","-","Unshielded","4 Ohm Max","20 @ 796kHz","8MHz","-40°C ~ 105°C","796kHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e531_vlp.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLP6045LT-330M.jpg","445-8757-1-ND","VLP6045LT-330M","TDK Corporation","INDUCTOR POWER 33UH 1.5A SMD",29573,0,"0.46000",0,1,"Cut Tape (CT)","VLP","Wirewound","Ferrite","33µH","±20%","1.5A","1.6A","Shielded","202 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.268"" L x 0.268"" W (6.80mm x 6.80mm)","0.177"" (4.50mm)","-"
"http://www.tdk.co.jp/tefe02/e531_vlp.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLP8040T-6R8M.JPG","445-6586-1-ND","VLP8040T-6R8M","TDK Corporation","INDUCTOR POWER 6.8UH 3.6A SMD",80610,0,"0.47000",0,1,"Cut Tape (CT)","VLP","Wirewound","Ferrite","6.8µH","±20%","3.6A","3.6A","Shielded","32 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.315"" L x 0.303"" W (8.00mm x 7.70mm)","0.157"" (4.00mm)","-"
"http://www.tdk.co.jp/tefe02/e531_vlp.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLP8040T-6R8M.JPG","445-6577-1-ND","VLP8040T-221M","TDK Corporation","INDUCTOR POWER 220UH 0.6A SMD",33635,0,"0.47000",0,1,"Cut Tape (CT)","VLP","Wirewound","Ferrite","220µH","±20%","600mA","600mA","Shielded","730 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.315"" L x 0.303"" W (8.00mm x 7.70mm)","0.157"" (4.00mm)","-"
"http://www.tdk.co.jp/tefe02/e531_vlp.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLP8040T-6R8M.JPG","445-6576-1-ND","VLP8040T-220M","TDK Corporation","INDUCTOR POWER 22UH 2.2A SMD",13309,0,"0.47000",0,1,"Cut Tape (CT)","VLP","Wirewound","Ferrite","22µH","±20%","2.2A","2.2A","Shielded","75 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.315"" L x 0.303"" W (8.00mm x 7.70mm)","0.157"" (4.00mm)","-"
"http://www.tdk.co.jp/tefe02/e531_vlp.pdf","http://media.digikey.com/Photos/TDK%20Photos/VLP8040T-6R8M.JPG","445-6573-1-ND","VLP8040T-151M","TDK Corporation","INDUCTOR POWER 150UH 0.8A SMD",10855,0,"0.47000",0,1,"Cut Tape (CT)","VLP","Wirewound","Ferrite","150µH","±20%","800mA","800mA","Shielded","490 mOhm Max","-","-","-40°C ~ 105°C","100kHz","Surface Mount","Non Standard","0.315"" L x 0.303"" W (8.00mm x 7.70mm)","0.157"" (4.00mm)","-"
"http://www.tdk.de/productsearch/e532_tsl0709.pdf","http://media.digikey.com/Photos/TDK%20Photos/TSL0709RA-3R3M2R9-PF.jpg","445-6505-1-ND","TSL0709RA-3R3M2R9-PF","TDK Corporation","INDUCTOR 3.3UH 2.9A RADIAL",13687,0,"0.54000",0,1,"Cut Tape (CT)","TSL","-","-","3.3µH","±20%","2.9A","3.6A","Unshielded","18 mOhm Max","10 @ 7.96MHz","36MHz","-20°C ~ 85°C","1kHz","Through Hole","Radial","0.303"" Dia (7.70mm)","0.378"" (9.60mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/VLS3015.pdf","http://media.digikey.com/Renders/TDK%20Renders/VLS3015T%20Series.jpg","445-3695-1-ND","VLS3015T-2R2M1R4","TDK Corporation","INDUCTOR POWER 2.2UH 1.4A SMD",40457,0,"0.57000",0,1,"Cut Tape (CT)","VLS","Wirewound","-","2.2µH","±20%","1.4A","1.4A","Shielded","84 mOhm Max","-","-","-40°C ~ 105°C","1MHz","Surface Mount","Non Standard","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.059"" (1.50mm)","-"
