Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Voltage (V)	Tolerance	Temperature Coefficent	Price											
C	2.565000e-010	2.700000e-010	2.835000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C271JBANNNC.pdf	1276-1262-1-ND	CL21C271JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.11000	~									
C	2.646000e-010	2.700000e-010	2.754000e-010	-2.000000e-002	2.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C271GBANNNC.pdf	1276-2624-1-ND	CL21C271GBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±2%	-55°C ~ 125°C	0.44000	~									
C	2.430000e-010	2.700000e-010	2.970000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B271KBANNNC.pdf	1276-2493-1-ND	CL21B271KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.430000e-010	2.700000e-010	2.970000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B271KCANNNC.pdf	1276-2494-1-ND	CL21B271KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.565000e-010	2.700000e-010	2.835000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C271JCANNNC.pdf	1276-2627-1-ND	CL21C271JCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.430000e-010	2.700000e-010	2.970000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C271KCANNNC.pdf	1276-2628-1-ND	CL21C271KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.565000e-010	2.700000e-010	2.835000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C271JBANFNC.pdf	1276-2626-1-ND	CL21C271JBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.11000	~									
C	2.673000e-010	2.700000e-010	2.727000e-010	-1.000000e-002	1.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C271FBANNNC.pdf	1276-2623-1-ND	CL21C271FBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±1%	-55°C ~ 125°C	0.49000	~									
C	2.850000e-010	3.000000e-010	3.150000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C301JBANNNC.pdf	1276-2636-1-ND	CL21C301JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	2.700000e-010	3.000000e-010	3.300000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B301KBANNNC.pdf	1276-2499-1-ND	CL21B301KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.25000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C331JBANNNC.pdf	1276-1189-1-ND	CL21C331JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.970000e-010	3.300000e-010	3.630000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B331KBANNNC.pdf	1276-1765-1-ND	CL21B331KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C331JBANFNC.pdf	1276-2645-1-ND	CL21C331JBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C331JB61PNC.pdf	1276-2644-1-ND	CL21C331JB61PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.15000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B331JBANNNC.pdf	1276-2500-1-ND	CL21B331JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.28000	~									
C	3.234000e-010	3.300000e-010	3.366000e-010	-2.000000e-002	2.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C331GBANNNC.pdf	1276-2643-1-ND	CL21C331GBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±2%	-55°C ~ 125°C	0.29000	~									
C	3.267000e-010	3.300000e-010	3.333000e-010	-1.000000e-002	1.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C331FBANNNC.pdf	1276-2642-1-ND	CL21C331FBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±1%	-55°C ~ 125°C	0.29000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C331JCANNNC.pdf	1276-2646-1-ND	CL21C331JCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	3.420000e-010	3.600000e-010	3.780000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C361JBANNNC.pdf	1276-2650-1-ND	CL21C361JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	3.705000e-010	3.900000e-010	4.095000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C391JBANNNC.pdf	1276-1303-1-ND	CL21C391JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.12000	~									
C	3.822000e-010	3.900000e-010	3.978000e-010	-2.000000e-002	2.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C391GBANNNC.pdf	1276-2653-1-ND	CL21C391GBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±2%	-55°C ~ 125°C	0.52000	~									
C	3.510000e-010	3.900000e-010	4.290000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B391KBANNNC.pdf	1276-2510-1-ND	CL21B391KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.085000e-010	4.300000e-010	4.515000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C431JBANNNC.pdf	1276-2659-1-ND	CL21C431JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.20000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B471KBANNNC.pdf	1276-1300-1-ND	CL21B471KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B471KCANNNC.pdf	1276-2516-1-ND	CL21B471KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C471JBANNNC.pdf	1276-1121-1-ND	CL21C471JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C471JCCNFNC.pdf	1276-2666-1-ND	CL21C471JCCNFNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C471JCCNNNC.pdf	1276-2667-1-ND	CL21C471JCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B471KDCNNNC.pdf	1276-2518-1-ND	CL21B471KDCNNNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C471KBANNNC.pdf	1276-2668-1-ND	CL21C471KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C471JBANFNC.pdf	1276-2664-1-ND	CL21C471JBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C471JBC1PNC.pdf	1276-2665-1-ND	CL21C471JBC1PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.15000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B471JBANNNC.pdf	1276-2514-1-ND	CL21B471JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.28000	~									
C	4.606000e-010	4.700000e-010	4.794000e-010	-2.000000e-002	2.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C471GBANNNC.pdf	1276-2663-1-ND	CL21C471GBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±2%	-55°C ~ 125°C	0.36000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B471KBANFNC.pdf	1276-2515-1-ND	CL21B471KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B471KDCNFNC.pdf	1276-2517-1-ND	CL21B471KDCNFNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.845000e-010	5.100000e-010	5.355000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C511JBANNNC.pdf	1276-2671-1-ND	CL21C511JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.21000	~									
C	4.590000e-010	5.100000e-010	5.610000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B511KBANNNC.pdf	1276-2533-1-ND	CL21B511KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.28000	~									
C	5.040000e-010	5.600000e-010	6.160000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B561KBANNNC.pdf	1276-1798-1-ND	CL21B561KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	5.320000e-010	5.600000e-010	5.880000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C561JBANNNC.pdf	1276-1834-1-ND	CL21C561JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.13000	~									
C	5.320000e-010	5.600000e-010	5.880000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C561JBANFNC.pdf	1276-2672-1-ND	CL21C561JBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.13000	~									
C	5.890000e-010	6.200000e-010	6.510000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C621JBCNNNC.pdf	1276-2677-1-ND	CL21C621JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.22000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C681JBCNNNC.pdf	1276-1306-1-ND	CL21C681JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.13000	~									
C	6.664000e-010	6.800000e-010	6.936000e-010	-2.000000e-002	2.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C681GBCNNNC.pdf	1276-2683-1-ND	CL21C681GBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±2%	-55°C ~ 125°C	0.52000	~									
C	6.120000e-010	6.800000e-010	7.480000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B681KBANNNC.pdf	1276-2538-1-ND	CL21B681KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C681JCCNNNC.pdf	1276-1835-1-ND	CL21C681JCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C681JBCNFNC.pdf	1276-2686-1-ND	CL21C681JBCNFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.13000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C681JBCNNWC.pdf	1276-2687-1-ND	CL21C681JBCNNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.13000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C681JBANNNC.pdf	1276-2684-1-ND	CL21C681JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.13000	~									
C	6.120000e-010	6.800000e-010	7.480000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B681KBANFNC.pdf	1276-2537-1-ND	CL21B681KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	7.125000e-010	7.500000e-010	7.875000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C751JBCNNNC.pdf	1276-2691-1-ND	CL21C751JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.22000	~									
C	7.790000e-010	8.200000e-010	8.610000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C821JBCNNNC.pdf	1276-2696-1-ND	CL21C821JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.15000	~									
C	7.380000e-010	8.200000e-010	9.020000e-010	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B821KBANNNC.pdf	1276-2544-1-ND	CL21B821KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	8.645000e-010	9.100000e-010	9.555000e-010	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C911JBCNNNC.pdf	1276-2698-1-ND	CL21C911JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.21000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KBANNNC.pdf	1276-1020-1-ND	CL21B102KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C102JBCNNNC.pdf	1276-1147-1-ND	CL21C102JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.11000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C102JBC1PNC.pdf	1276-2575-1-ND	CL21C102JBC1PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.18000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KCANNNC.pdf	1276-1169-1-ND	CL21B102KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.21000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C102JDFNFNE.pdf	1276-2982-1-ND	CL21C102JDFNFNE	Samsung Electro-Mechanics America, Inc	nan	200V	±5%	-55°C ~ 125°C	0.25000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C102JCC1PNC.pdf	1276-2577-1-ND	CL21C102JCC1PNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.25000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102JBANNNC.pdf	1276-1823-1-ND	CL21B102JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.11000	~									
C	9.800000e-010	1.000000e-009	1.020000e-009	-2.000000e-002	2.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C102GBCNNNC.pdf	1276-2574-1-ND	CL21C102GBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±2%	-55°C ~ 125°C	0.21000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KBANFNC.pdf	1276-2424-1-ND	CL21B102KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KBCNNNC.pdf	1276-2425-1-ND	CL21B102KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KECSFNC.pdf	1276-2431-1-ND	CL21B102KECSFNC	Samsung Electro-Mechanics America, Inc	nan	250V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KECSNNC.pdf	1276-2432-1-ND	CL21B102KECSNNC	Samsung Electro-Mechanics America, Inc	nan	250V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C102JBCNFNC.pdf	1276-2576-1-ND	CL21C102JBCNFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.11000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KC65PNC.pdf	1276-2426-1-ND	CL21B102KC65PNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.12000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KB65PNC.pdf	1276-2422-1-ND	CL21B102KB65PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.12000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KCANNWC.pdf	1276-2428-1-ND	CL21B102KCANNWC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.21000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KCANFNC.pdf	1276-2427-1-ND	CL21B102KCANFNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.21000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KDCNNNC.pdf	1276-2430-1-ND	CL21B102KDCNNNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.21000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102JCANNNC.pdf	1276-2421-1-ND	CL21B102JCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C102JCFNNNE.pdf	1276-2981-1-ND	CL21C102JCFNNNE	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B102KDCNFNC.pdf	1276-2429-1-ND	CL21B102KDCNFNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.21000	~									
C	1.080000e-009	1.200000e-009	1.320000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B122KBANNNC.pdf	1276-2453-1-ND	CL21B122KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.140000e-009	1.200000e-009	1.260000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C122JBFNNNE.pdf	1276-2986-1-ND	CL21C122JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.14000	~									
C	1.140000e-009	1.200000e-009	1.260000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C122JBFNNWE.pdf	1276-2987-1-ND	CL21C122JBFNNWE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.14000	~									
C	1.188000e-009	1.200000e-009	1.212000e-009	-1.000000e-002	1.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C122FBFNNWE.pdf	1276-2985-1-ND	CL21C122FBFNNWE	Samsung Electro-Mechanics America, Inc	nan	50V	±1%	-55°C ~ 125°C	0.30000	~									
